Feature,Feature Systematic Name,Feature Type,Coordinates,Start,End,Strand,essential_or_not,Feature Systematic Name
KAP104,YBR017C,ORF,270947-273703,270947,273703,-,not essential,YBR017C
GAL7,YBR018C,ORF,274427-275527,274427,275527,-,not essential,YBR018C
GAL10,YBR019C,ORF,276253-278352,276253,278352,-,not essential,YBR019C
YNCB0008W,YNCB0008W,ncRNA gene,276805-280645,276805,280645,+,not essential,YNCB0008W
GAL1,YBR020W,ORF,279021-280607,279021,280607,+,not essential,YBR020W
FUR4,YBR021W,ORF,281443-283344,281443,283344,+,not essential,YBR021W
POA1,YBR022W,ORF,283738-284271,283738,284271,+,not essential,YBR022W
CHS3,YBR023C,ORF,284428-287925,284428,287925,-,not essential,YBR023C
SCO2,YBR024W,ORF,289445-290350,289445,290350,+,essential,YBR024W
OLA1,YBR025C,ORF,290681-291865,290681,291865,-,not essential,YBR025C
ETR1,YBR026C,ORF,292877-294019,292877,294019,-,not essential,YBR026C
YBR027C,YBR027C,ORF,294024-294356,294024,294356,-,not essential,YBR027C
YPK3,YBR028C,ORF,294425-296002,294425,296002,-,not essential,YBR028C
CDS1,YBR029C,ORF,296369-297742,296369,297742,-,essential,YBR029C
RKM3,YBR030W,ORF,298292-299950,298292,299950,+,not essential,YBR030W
RPL4A,YBR031W,ORF,300166-301254,300166,301254,+,not essential,YBR031W
YBR032W,YBR032W,ORF,301519-301821,301519,301821,+,not essential,YBR032W
EDS1,YBR033W,ORF,301944-304703,301944,304703,+,not essential,YBR033W
HMT1,YBR034C,ORF,304930-305976,304930,305976,-,not essential,YBR034C
PDX3,YBR035C,ORF,306269-306955,306269,306955,-,not essential,YBR035C
SNR161,YNCB0009C,snoRNA gene,307185-307345,307185,307345,-,not essential,YNCB0009C
TLC1,YNCB0010W,telomerase RNA gene,307587-308887,307587,308887,+,not essential,YNCB0010W
CSG2,YBR036C,ORF,309081-310313,309081,310313,-,not essential,YBR036C
SCO1,YBR037C,ORF,310565-311452,310565,311452,-,not essential,YBR037C
CHS2,YBR038W,ORF,311898-314789,311898,314789,+,essential,YBR038W
ATP3,YBR039W,ORF,315575-316510,315575,316510,+,not essential,YBR039W
FIG1,YBR040W,ORF,316968-317864,316968,317864,+,not essential,YBR040W
FAT1,YBR041W,ORF,318266-320275,318266,320275,+,not essential,YBR041W
CST26,YBR042C,ORF,320416-321609,320416,321609,-,not essential,YBR042C
QDR3,YBR043C,ORF,321876-323945,321876,323945,-,not essential,YBR043C
TCM62,YBR044C,ORF,324341-326059,324341,326059,-,not essential,YBR044C
ARS211,ARS211,ARS,326140-326375,326140,326375,0,not essential,ARS211
YNCB0011C,YNCB0011C,tRNA gene,326792-326865,326792,326865,-,not essential,YNCB0011C
YBRWdelta15,YBRWdelta15,long terminal repeat,327069-327394,327069,327394,+,not essential,YBRWdelta15
YBRWdelta16,YBRWdelta16,long terminal repeat,327390-327704,327390,327704,+,not essential,YBRWdelta16
GIP1,YBR045C,ORF,328173-330092,328173,330092,-,not essential,YBR045C
ZTA1,YBR046C,ORF,330507-331511,330507,331511,-,not essential,YBR046C
FMP23,YBR047W,ORF,331833-332360,331833,332360,+,not essential,YBR047W
RPS11B,YBR048W,ORF,332831-333812,332831,333812,+,not essential,YBR048W
REB1,YBR049C,ORF,334386-336818,334386,336818,-,essential,YBR049C
REG2,YBR050C,ORF,337183-338199,337183,338199,-,not essential,YBR050C
YBR051W,YBR051W,ORF,337988-338338,337988,338338,+,not essential,YBR051W
RFS1,YBR052C,ORF,338720-339352,338720,339352,-,not essential,YBR052C
YBR053C,YBR053C,ORF,339675-340751,339675,340751,-,not essential,YBR053C
YRO2,YBR054W,ORF,343101-344135,343101,344135,+,not essential,YBR054W
PRP6,YBR055C,ORF,344602-347301,344602,347301,-,essential,YBR055C
YNCB0012W,YNCB0012W,tRNA gene,347603-347686,347603,347686,+,not essential,YNCB0012W
MRX18,YBR056W,ORF,347879-349384,347879,349384,+,not essential,YBR056W
YBRWdelta17,YBRWdelta17,long terminal repeat,350459-350751,350459,350751,+,not essential,YBRWdelta17
YNCB0013W,YNCB0013W,tRNA gene,350827-350898,350827,350898,+,not essential,YNCB0013W
MNC1,YBR056W-A,ORF,351255-351455,351255,351455,+,not essential,YBR056W-A
YBR056C-B,YBR056C-B,ORF,351293-351451,351293,351451,-,not essential,YBR056C-B
MUM2,YBR057C,ORF,352193-353293,352193,353293,-,not essential,YBR057C
UBP14,YBR058C,ORF,353672-356017,353672,356017,-,not essential,YBR058C
TSC3,YBR058C-A,ORF,356324-356566,356324,356566,-,essential,YBR058C-A
AKL1,YBR059C,ORF,356861-360187,356861,360187,-,not essential,YBR059C
ORC2,YBR060C,ORF,360652-362514,360652,362514,-,essential,YBR060C
TRM7,YBR061C,ORF,364787-365719,364787,365719,-,not essential,YBR061C
YBR062C,YBR062C,ORF,365976-366600,365976,366600,-,not essential,YBR062C
CNM1,YBR063C,ORF,366970-368184,366970,368184,-,not essential,YBR063C
YBR064W,YBR064W,ORF,367763-368191,367763,368191,+,not essential,YBR064W
ECM2,YBR065C,ORF,368584-369678,368584,369678,-,not essential,YBR065C
NRG2,YBR066C,ORF,370037-370699,370037,370699,-,not essential,YBR066C
TIP1,YBR067C,ORF,372103-372735,372103,372735,-,not essential,YBR067C
BAP2,YBR068C,ORF,373861-375690,373861,375690,-,not essential,YBR068C
TAT1,YBR069C,ORF,376574-378433,376574,378433,-,not essential,YBR069C
TBRT,YNCB0014W,ncRNA gene,376610-378633,376610,378633,+,not essential,YNCB0014W
ALG14,YBR070C,ORF,379221-379934,379221,379934,-,essential,YBR070C
ARS212,ARS212,ARS,379221-379912,379221,379912,0,not essential,ARS212
YBR071W,YBR071W,ORF,380411-381046,380411,381046,+,not essential,YBR071W
HSP26,YBR072W,ORF,382030-382674,382030,382674,+,not essential,YBR072W
YBR072C-A,YBR072C-A,ORF,382860-383021,382860,383021,-,not essential,YBR072C-A
RDH54,YBR073W,ORF,383112-385988,383112,385988,+,not essential,YBR073W
PFF1,YBR074W,ORF,386286-389216,386286,389216,+,not essential,YBR074W
ARS213,ARS213,ARS,389212-390371,389212,390371,0,not essential,ARS213
ECM8,YBR076W,ORF,390227-391291,390227,391291,+,not essential,YBR076W
YBR076C-A,YBR076C-A,ORF,391351-391617,391351,391617,-,not essential,YBR076C-A
SLM4,YBR077C,ORF,391805-392293,391805,392293,-,not essential,YBR077C
ECM33,YBR078W,ORF,393123-394742,393123,394742,+,not essential,YBR078W
RPG1,YBR079C,ORF,395383-398277,395383,398277,-,essential,YBR079C
SEC18,YBR080C,ORF,398614-400890,398614,400890,-,essential,YBR080C
SPT7,YBR081C,ORF,401253-405251,401253,405251,-,not essential,YBR081C
YNCB0015W,YNCB0015W,tRNA gene,405878-405949,405878,405949,+,not essential,YNCB0015W
YNCB0016W,YNCB0016W,tRNA gene,405960-406031,405960,406031,+,not essential,YNCB0016W
UBC4,YBR082C,ORF,406628-407169,406628,407169,-,not essential,YBR082C
ARS214,ARS214,ARS,407953-408068,407953,408068,0,not essential,ARS214
TEC1,YBR083W,ORF,409169-410629,409169,410629,+,not essential,YBR083W
MIS1,YBR084W,ORF,411054-413981,411054,413981,+,not essential,YBR084W
RPL19A,YBR084C-A,ORF,414186-415261,414186,415261,-,not essential,YBR084C-A
AAC3,YBR085W,ORF,415983-416906,415983,416906,+,not essential,YBR085W
ARS215,ARS215,ARS,417784-418079,417784,418079,0,not essential,ARS215
YBR085C-A,YBR085C-A,ORF,418907-419164,418907,419164,-,not essential,YBR085C-A
IST2,YBR086C,ORF,420201-423041,420201,423041,-,not essential,YBR086C
RFC5,YBR087W,ORF,423765-424829,423765,424829,+,essential,YBR087W
POL30,YBR088C,ORF,424990-425766,424990,425766,-,essential,YBR088C
YBR089W,YBR089W,ORF,425183-425782,425183,425782,+,not essential,YBR089W
NHP6B,YBR089C-A,ORF,426190-426489,426190,426489,-,not essential,YBR089C-A
YBR090C,YBR090C,ORF,426333-427058,426333,427058,-,not essential,YBR090C
TIM12,YBR091C,ORF,427155-427484,427155,427484,-,essential,YBR091C
PHO3,YBR092C,ORF,427698-429101,427698,429101,-,not essential,YBR092C
PHO5,YBR093C,ORF,429548-430951,429548,430951,-,not essential,YBR093C
PBY1,YBR094W,ORF,432036-434297,432036,434297,+,not essential,YBR094W
RXT2,YBR095C,ORF,434406-435698,434406,435698,-,not essential,YBR095C
YBR096W,YBR096W,ORF,436021-436713,436021,436713,+,not essential,YBR096W
VPS15,YBR097W,ORF,436951-441315,436951,441315,+,not essential,YBR097W
MMS4,YBR098W,ORF,441515-443590,441515,443590,+,not essential,YBR098W
YBR099C,YBR099C,ORF,442924-443307,442924,443307,-,not essential,YBR099C
FES1,YBR101C,ORF,443821-444693,443821,444693,-,not essential,YBR101C
EXO84,YBR102C,ORF,445062-447323,445062,447323,-,essential,YBR102C
SIF2,YBR103W,ORF,447709-449316,447709,449316,+,not essential,YBR103W
YBR103C-A,YBR103C-A,ORF,449320-449463,449320,449463,-,not essential,YBR103C-A
YMC2,YBR104W,ORF,449667-450656,449667,450656,+,not essential,YBR104W
VID24,YBR105C,ORF,450881-451969,450881,451969,-,not essential,YBR105C
SND3,YBR106W,ORF,452658-453224,452658,453224,+,not essential,YBR106W
IML3,YBR107C,ORF,453793-454530,453793,454530,-,not essential,YBR107C
AIM3,YBR108W,ORF,454822-457665,454822,457665,+,not essential,YBR108W
CMD1,YBR109C,ORF,457919-458362,457919,458362,-,essential,YBR109C
YBR109W-A,YBR109W-A,ORF,458608-458832,458608,458832,+,not essential,YBR109W-A
ALG1,YBR110W,ORF,458872-460221,458872,460221,+,essential,YBR110W
YSA1,YBR111C,ORF,461178-461873,461178,461873,-,not essential,YBR111C
SUS1,YBR111W-A,ORF,462139-462579,462139,462579,+,not essential,YBR111W-A
CYC8,YBR112C,ORF,462870-465770,462870,465770,-,not essential,YBR112C
YBR113W,YBR113W,ORF,465566-466048,465566,466048,+,not essential,YBR113W
RAD16,YBR114W,ORF,467248-469620,467248,469620,+,not essential,YBR114W
LYS2,YBR115C,ORF,469748-473926,469748,473926,-,not essential,YBR115C
YBR116C,YBR116C,ORF,474199-474726,474199,474726,-,not essential,YBR116C
TKL2,YBR117C,ORF,474392-476437,474392,476437,-,not essential,YBR117C
TEF2,YBR118W,ORF,477671-479047,477671,479047,+,not essential,YBR118W
MUD1,YBR119W,ORF,479338-480323,479338,480323,+,not essential,YBR119W
CBP6,YBR120C,ORF,480435-480923,480435,480923,-,not essential,YBR120C
GRS1,YBR121C,ORF,481364-483367,481364,483367,-,essential,YBR121C
YBR121C-A,YBR121C-A,ORF,482326-482484,482326,482484,-,not essential,YBR121C-A
MRPL36,YBR122C,ORF,483970-484503,483970,484503,-,not essential,YBR122C
TFC1,YBR123C,ORF,484742-486691,484742,486691,-,essential,YBR123C
YBR124W,YBR124W,ORF,486507-486866,486507,486866,+,not essential,YBR124W
ARS216,ARS216,ARS,486707-486954,486707,486954,0,not essential,ARS216
PTC4,YBR125C,ORF,487199-488380,487199,488380,-,not essential,YBR125C
TPS1,YBR126C,ORF,488905-490392,488905,490392,-,not essential,YBR126C
MEO1,YBR126W-A,ORF,490850-491056,490850,491056,+,not essential,YBR126W-A
YBR126W-B,YBR126W-B,ORF,490927-491070,490927,491070,+,not essential,YBR126W-B
VMA2,YBR127C,ORF,491269-492822,491269,492822,-,not essential,YBR127C
ATG14,YBR128C,ORF,493081-494115,493081,494115,-,not essential,YBR128C
OPY1,YBR129C,ORF,494353-495339,494353,495339,-,not essential,YBR129C
SHE3,YBR130C,ORF,495592-496869,495592,496869,-,not essential,YBR130C
CCZ1,YBR131W,ORF,497163-499277,497163,499277,+,not essential,YBR131W
YBR131C-A,YBR131C-A,ORF,497650-497739,497650,497739,-,not essential,YBR131C-A
AGP2,YBR132C,ORF,499652-501442,499652,501442,-,not essential,YBR132C
HSL7,YBR133C,ORF,501804-504287,501804,504287,-,not essential,YBR133C
YBR134W,YBR134W,ORF,504243-504644,504243,504644,+,not essential,YBR134W
CKS1,YBR135W,ORF,504854-505306,504854,505306,+,essential,YBR135W
MEC1,YBR136W,ORF,505668-512774,505668,512774,+,essential,YBR136W
YBR137W,YBR137W,ORF,513044-513583,513044,513583,+,not essential,YBR137W
YBR138C,YBR138C,ORF,513762-515336,513762,515336,-,not essential,YBR138C
ATG42,YBR139W,ORF,515664-517190,515664,517190,+,not essential,YBR139W
ARS217,ARS217,ARS,517185-517386,517185,517386,0,not essential,ARS217
IRA1,YBR140C,ORF,517350-526628,517350,526628,-,essential,YBR140C
BMT2,YBR141C,ORF,527025-528038,527025,528038,-,not essential,YBR141C
YBR141W-A,YBR141W-A,ORF,527167-527262,527167,527262,+,not essential,YBR141W-A
MAK5,YBR142W,ORF,528317-530638,528317,530638,+,essential,YBR142W
SUP45,YBR143C,ORF,530869-532182,530869,532182,-,essential,YBR143C
YBR144C,YBR144C,ORF,533235-533549,533235,533549,-,not essential,YBR144C
ADH5,YBR145W,ORF,533762-534817,533762,534817,+,not essential,YBR145W
MRPS9,YBR146W,ORF,535260-536096,535260,536096,+,not essential,YBR146W
RTC2,YBR147W,ORF,536575-537465,536575,537465,+,not essential,YBR147W
YSW1,YBR148W,ORF,537876-539705,537876,539705,+,not essential,YBR148W
ARA1,YBR149W,ORF,539987-541021,539987,541021,+,not essential,YBR149W
TBS1,YBR150C,ORF,541209-544493,541209,544493,-,not essential,YBR150C
APD1,YBR151W,ORF,545028-545978,545028,545978,+,not essential,YBR151W
SPP381,YBR152W,ORF,546376-547251,546376,547251,+,essential,YBR152W
RIB7,YBR153W,ORF,547460-548194,547460,548194,+,essential,YBR153W
RPB5,YBR154C,ORF,548362-549009,548362,549009,-,essential,YBR154C
ETC8,ETC8,matrix attachment site,549229-549251,549229,549251,+,not essential,ETC8
CNS1,YBR155W,ORF,549771-550928,549771,550928,+,essential,YBR155W
SLI15,YBR156C,ORF,551104-553200,551104,553200,-,not essential,YBR156C
ICS2,YBR157C,ORF,553543-554310,553543,554310,-,not essential,YBR157C
AMN1,YBR158W,ORF,556549-558198,556549,558198,+,essential,YBR158W
IFA38,YBR159W,ORF,558685-559728,558685,559728,+,not essential,YBR159W
CDC28,YBR160W,ORF,560078-560974,560078,560974,+,essential,YBR160W
CSH1,YBR161W,ORF,561634-562764,561634,562764,+,not essential,YBR161W
TOS1,YBR162C,ORF,563203-564570,563203,564570,-,not essential,YBR162C
YSY6,YBR162W-A,ORF,565231-565428,565231,565428,+,not essential,YBR162W-A
EXO5,YBR163W,ORF,565723-567480,565723,567480,+,not essential,YBR163W
ARL1,YBR164C,ORF,567875-568426,567875,568426,-,not essential,YBR164C
UBS1,YBR165W,ORF,568852-569685,568852,569685,+,not essential,YBR165W
TYR1,YBR166C,ORF,569842-571200,569842,571200,-,not essential,YBR166C
POP7,YBR167C,ORF,571468-571890,571468,571890,-,essential,YBR167C
PEX32,YBR168W,ORF,572371-573612,572371,573612,+,not essential,YBR168W
SSE2,YBR169C,ORF,573915-575996,573915,575996,-,not essential,YBR169C
NPL4,YBR170C,ORF,576344-578086,576344,578086,-,not essential,YBR170C
SEC66,YBR171W,ORF,578364-578984,578364,578984,+,not essential,YBR171W
SMY2,YBR172C,ORF,579150-581372,579150,581372,-,not essential,YBR172C
UMP1,YBR173C,ORF,581726-582172,581726,582172,-,not essential,YBR173C
YBR174C,YBR174C,ORF,582338-582652,582338,582652,-,not essential,YBR174C
SWD3,YBR175W,ORF,582408-583355,582408,583355,+,not essential,YBR175W
ECM31,YBR176W,ORF,583720-584658,583720,584658,+,not essential,YBR176W
EHT1,YBR177C,ORF,584807-586162,584807,586162,-,not essential,YBR177C
YBR178W,YBR178W,ORF,586071-586445,586071,586445,+,not essential,YBR178W
FZO1,YBR179C,ORF,586547-589114,586547,589114,-,not essential,YBR179C
DTR1,YBR180W,ORF,589741-591459,589741,591459,+,not essential,YBR180W
RPS6B,YBR181C,ORF,591712-592774,591712,592774,-,not essential,YBR181C
SMP1,YBR182C,ORF,593506-594864,593506,594864,-,not essential,YBR182C
YBR182C-A,YBR182C-A,ORF,595361-595555,595361,595555,-,not essential,YBR182C-A
YPC1,YBR183W,ORF,596115-597065,596115,597065,+,not essential,YBR183W
YBR184W,YBR184W,ORF,597363-598934,597363,598934,+,not essential,YBR184W
MBA1,YBR185C,ORF,599123-599959,599123,599959,-,not essential,YBR185C
PCH2,YBR186W,ORF,600553-602360,600553,602360,+,not essential,YBR186W
GDT1,YBR187W,ORF,602634-603476,602634,603476,+,not essential,YBR187W
NTC20,YBR188C,ORF,603685-604107,603685,604107,-,not essential,YBR188C
RPS9B,YBR189W,ORF,604508-605508,604508,605508,+,not essential,YBR189W
YBR190W,YBR190W,ORF,605966-606277,605966,606277,+,not essential,YBR190W
RPL21A,YBR191W,ORF,606270-607140,606270,607140,+,not essential,YBR191W
YBR191W-A,YBR191W-A,ORF,607149-607223,607149,607223,+,not essential,YBR191W-A
RIM2,YBR192W,ORF,607652-608785,607652,608785,+,essential,YBR192W
MED8,YBR193C,ORF,609082-609753,609082,609753,-,essential,YBR193C
AIM4,YBR194W,ORF,610038-610409,610038,610409,+,not essential,YBR194W
MSI1,YBR195C,ORF,610614-611882,610614,611882,-,not essential,YBR195C
PGI1,YBR196C,ORF,612236-613900,612236,613900,-,essential,YBR196C
YBR196C-A,YBR196C-A,ORF,614024-614173,614024,614173,-,not essential,YBR196C-A
YBR196C-B,YBR196C-B,ORF,614526-614630,614526,614630,-,not essential,YBR196C-B
YBR197C,YBR197C,ORF,615203-615856,615203,615856,-,not essential,YBR197C
TAF5,YBR198C,ORF,616127-618523,616127,618523,-,essential,YBR198C
KTR4,YBR199W,ORF,618909-620303,618909,620303,+,not essential,YBR199W
BEM1,YBR200W,ORF,620872-622527,620872,622527,+,not essential,YBR200W
ARS220,ARS220,ARS,622671-622939,622671,622939,0,not essential,ARS220
YBR200W-A,YBR200W-A,ORF,622983-623147,622983,623147,+,not essential,YBR200W-A
DER1,YBR201W,ORF,623576-624211,623576,624211,+,not essential,YBR201W
MIN7,YBR201C-A,ORF,624493-624696,624493,624696,-,not essential,YBR201C-A
MCM7,YBR202W,ORF,625772-628309,625772,628309,+,essential,YBR202W
COS111,YBR203W,ORF,629168-631942,629168,631942,+,not essential,YBR203W
ARS221,ARS221,ARS,631939-632251,631939,632251,0,not essential,ARS221
LDH1,YBR204C,ORF,632254-633381,632254,633381,-,not essential,YBR204C
KTR3,YBR205W,ORF,633622-634836,633622,634836,+,not essential,YBR205W
YBR206W,YBR206W,ORF,634601-634924,634601,634924,+,not essential,YBR206W
FTH1,YBR207W,ORF,635146-636543,635146,636543,+,not essential,YBR207W
DUR12,YBR208C,ORF,636703-642210,636703,642210,-,not essential,YBR208C
YBR209W,YBR209W,ORF,642583-642900,642583,642900,+,not essential,YBR209W
YNCB0017C,YNCB0017C,tRNA gene,643007-643078,643007,643078,-,not essential,YNCB0017C
YBRCtau2,YBRCtau2,long terminal repeat,643488-643858,643488,643858,-,not essential,YBRCtau2
YBRWdelta18,YBRWdelta18,long terminal repeat,643859-644002,643859,644002,+,not essential,YBRWdelta18
YBRCdelta19,YBRCdelta19,long terminal repeat,644362-644603,644362,644603,-,not essential,YBRCdelta19
YNCB0018W,YNCB0018W,tRNA gene,645167-645238,645167,645238,+,not essential,YNCB0018W
ERV15,YBR210W,ORF,645550-645978,645550,645978,+,not essential,YBR210W
AME1,YBR211C,ORF,646158-647132,646158,647132,-,essential,YBR211C
NGR1,YBR212W,ORF,647886-649904,647886,649904,+,not essential,YBR212W
MET8,YBR213W,ORF,650368-651192,650368,651192,+,not essential,YBR213W
SDS24,YBR214W,ORF,651415-652998,651415,652998,+,not essential,YBR214W
HPC2,YBR215W,ORF,653356-655317,653356,655317,+,not essential,YBR215W
YBP1,YBR216C,ORF,655576-657600,655576,657600,-,not essential,YBR216C
ATG12,YBR217W,ORF,657832-658392,657832,658392,+,not essential,YBR217W
PYC2,YBR218C,ORF,658707-662249,658707,662249,-,not essential,YBR218C
YBR219C,YBR219C,ORF,662499-663303,662499,663303,-,not essential,YBR219C
YBR220C,YBR220C,ORF,662995-664677,662995,664677,-,not essential,YBR220C
PDB1,YBR221C,ORF,665153-666253,665153,666253,-,not essential,YBR221C
YBR221W-A,YBR221W-A,ORF,666538-666642,666538,666642,+,not essential,YBR221W-A
PCS60,YBR222C,ORF,666720-668351,666720,668351,-,not essential,YBR222C
TDP1,YBR223C,ORF,668663-670297,668663,670297,-,not essential,YBR223C
YBR223W-A,YBR223W-A,ORF,668721-668840,668721,668840,+,not essential,YBR223W-A
YBR224W,YBR224W,ORF,670125-670640,670125,670640,+,not essential,YBR224W
YBR225W,YBR225W,ORF,670627-673329,670627,673329,+,not essential,YBR225W
YBR226C,YBR226C,ORF,673155-673565,673155,673565,-,not essential,YBR226C
MCX1,YBR227C,ORF,673572-675134,673572,675134,-,not essential,YBR227C
SLX1,YBR228W,ORF,675313-676227,675313,676227,+,not essential,YBR228W
ROT2,YBR229C,ORF,676357-679221,676357,679221,-,not essential,YBR229C
OM14,YBR230C,ORF,679549-680050,679549,680050,-,not essential,YBR230C
COQ21,YBR230W-A,ORF,680362-680562,680362,680562,+,not essential,YBR230W-A
LSR1,YNCB0019C,snRNA gene,680688-681862,680688,681862,-,not essential,YNCB0019C
SWC5,YBR231C,ORF,682179-683090,682179,683090,-,not essential,YBR231C
YBR232C,YBR232C,ORF,683373-683732,683373,683732,-,not essential,YBR232C
PBP2,YBR233W,ORF,683428-684669,683428,684669,+,not essential,YBR233W
DAD3,YBR233W-A,ORF,684977-685261,684977,685261,+,essential,YBR233W-A
ARC40,YBR234C,ORF,685438-686592,685438,686592,-,essential,YBR234C
VHC1,YBR235W,ORF,686901-690263,686901,690263,+,not essential,YBR235W
ABD1,YBR236C,ORF,690383-691693,690383,691693,-,essential,YBR236C
PRP5,YBR237W,ORF,691969-694518,691969,694518,+,essential,YBR237W
YBR238C,YBR238C,ORF,695107-697302,695107,697302,-,not essential,YBR238C
ERT1,YBR239C,ORF,698354-699943,698354,699943,-,not essential,YBR239C
THI2,YBR240C,ORF,700490-701842,700490,701842,-,not essential,YBR240C
VVS1,YBR241C,ORF,702589-704055,702589,704055,-,not essential,YBR241C
ARS222,ARS222,ARS,704296-704566,704296,704566,0,not essential,ARS222
YBR242W,YBR242W,ORF,704670-705386,704670,705386,+,not essential,YBR242W
ALG7,YBR243C,ORF,705447-706793,705447,706793,-,essential,YBR243C
GPX2,YBR244W,ORF,707528-708016,707528,708016,+,not essential,YBR244W
ISW1,YBR245C,ORF,708150-711539,708150,711539,-,not essential,YBR245C
RRT2,YBR246W,ORF,711591-712754,711591,712754,+,not essential,YBR246W
ENP1,YBR247C,ORF,713004-714455,713004,714455,-,essential,YBR247C
HIS7,YBR248C,ORF,714807-716465,714807,716465,-,not essential,YBR248C
ARO4,YBR249C,ORF,716882-717994,716882,717994,-,not essential,YBR249C
SPO23,YBR250W,ORF,719033-720604,719033,720604,+,not essential,YBR250W
MRPS5,YBR251W,ORF,721390-722313,721390,722313,+,not essential,YBR251W
DUT1,YBR252W,ORF,722611-723054,722611,723054,+,essential,YBR252W
SRB6,YBR253W,ORF,723270-723635,723270,723635,+,essential,YBR253W
TRS20,YBR254C,ORF,723736-724263,723736,724263,-,essential,YBR254C
MTC4,YBR255W,ORF,724456-726540,724456,726540,+,not essential,YBR255W
